search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del Celular,Modelo del Celular,Marca de la Funda,Modelo de la Funda,Tipo de funda,Material,Fabricante
11, Celular Original iPhone 8 Plus 64gb + Funda + Audifonos ,"13,899",NA,100,8,18 meses,772.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,125,https://perfil.mercadolibre.com.mx/TEKKNOSHOP,https://articulo.mercadolibre.com.mx/MLM-660440827-celular-original-iphone-8-plus-64gb-funda-audifonos-_JM?searchVariation=31858499427,102,13,2,0,8,#660440827,NA,NA,NA,NA,NA,NA,NA
12," Funda 360 iPhone 6, 6 Plus, 7, 7 Plus, 8, 8 Plus X + Cristal ",169,NA,3926,52,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.2,220,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-580652933-funda-360-iphone-x-8-7-6-plus-6s-5s-se-cristal-_JM?searchVariation=27291722345,135,37,17,12,19,#580652933,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,Funda 360°,Protector 360º,Funda Protectora 360°,Plástico,Apple
13, Funda 360 iPhone X 8 7 6 Plus 6s 5s Se + Cristal ,85,NA,1467,160,18 meses,4.72,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,62,https://perfil.mercadolibre.com.mx/PROSU+ELECTRONICOS,https://articulo.mercadolibre.com.mx/MLM-607286668-funda-case-magica-de-moda-iphone-8-8-7-7-plus-6s-6s-x-_JM?searchVariation=19237535867,46,10,2,1,3,#607286668,NA,"IPHONE 7, IPHONE 7 PLUS, IPHONE 6, 6 PLUS,  6S, 6S PLUS",s/n,iPhone,Magica,Plástico,S/N
14," Funda Case Magica De Moda iPhone 8, 8 +, 7 7 Plus, 6s, 6s+ X ",189,NA,5116,97,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,319,https://perfil.mercadolibre.com.mx/VIGU+ACCESORIOS,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=SQ1zUoiYg%2FHR3DHCwskdlB6GeRqafRdPIZmgmW8Wpd%2FQLYY92tq5lTHnM%2FAUfU1rC21CQisqyqjw9I9oZbgOIVScnPuy%2BexLhlJ9Fo%2FJ7m6xvTQO4DNv7fo8bNvb81CFm66ne%2FICW1jHOwukAZg7eivVV44vPMUchN3rv5i2YfvPU8vZuefNe6Jf7X6uUU3PcU0BqaObnd1mn7czXNfYttJ%2BtXiz9BgiMMHI64sMiRiIIWD9s8QseAzVffCW18njw5zf3vUvLf6lyr17kjJYRbD02SkUgzppc8qDfr6dH%2FPeapALhJ5HaLOytnkGpyXUCeArni20e8Ftu8GXslGCH57KmIXSzx2g9OMH1aWIpg4uTSqqCjfZxcLBe2uv6qGpE0MBtC974tQ6dpc8v%2BF15Pq%2FA3jjJ7d9xoBueWmllMuEV1dyC%2FG25x7CiT5Xdh%2FF7IqAwjvJikr9p4gsnojWt8z6CoNLWiVmywB5%2FaD6rRkPZvtMs8qkVL2XbWKwLWByP14Yt3hhw4f3Wq3zHKq5nA4QVqNfPZ5cZipf0JD7zpLX%2BRR%2B6cdw9RtxRCD5i2R%2B8ttOJ30XDs9OEwRwQ3mCi0MWknIlZTkHzXTsmACvIu4Zbda%2FeEvVKdBlRCVnfMvv1WKeHyFEVim96LDS8pC27tTWV8Ldbau56IQ7DBScLLafF8BloWczsV1PrpdFi665lHTMadbmFrm%2FO74GuZ3J8A094eSrlbbFwIombF7DxsoNuaAAlhY%2BruMqwheXDetvecWfQJWhhXp9zpZ7EuzjyXBttC1iHRT%2BwKwNL4Tn7nWlQW0e20fU6ymLsIZ25ksJIN%2F5l6hg8q3j%2FDjlsMPxq5dIqLFHsGImcJPyFPyfH%2Fr3KmywHjtAjejHRYKre34%2FWL0Vh8r5F9LPe6Q7Tkmlzb7nf8Eit4XyzGYbztQXnSZ6PcVqZhyjHV1HTzeCtiHiVXbsTGPPG7e6Rn7gOT0MCZlkUQgkIY7WL1z7LjVm8SlpLld8MPY%2BqxiyxpAoTWqNuDo1r04GL2w4WEnubhxxEuf3MNbYRhTGU3z%2BaEeTXdUEImaKGlTGC54zI%2B6TxxoqClHcLhVRlyEnUf91%2FcgtMTYZCcIa1paGmx6PWqetYMK37HpqykR4R9%2Bkw%2BKivvrZBNCxraLhbCy6JgvBcNVDc1rfsGisVhruleZq9pX%2B4U95kCeyiCnNsIDlHn4Cv6GzdP6Ak%2BtiT1o1nx9PejZgWG%2BF3NQLeRcLGF0ZC%2B1GGqrKsONWD5ctsiKNNFf9%2FeNStuqy2e9JCcaO3MhGweEJ%2B4T%2BgndOU1DZEpfA5zyy7QoYNDEW1SitNvAh4Y2XzLMs5xQF0Mmo8JwTEQ%2Bd3VliB7tfQGrzp2Gl9B4WWPaqbFEO9pEpXrE35VYZMzi26ZztU1iMcd%2FYOnZGl%2FtWhTGCFiMxRlIrCxQ2icKW9ChG80TmkodxszAsl6H1hm%2FU86h%2F8oJCUV%2FS%2BYjEG8kH7QLFem%2FDsafSdNDJ1bV%2Bu4sFm1z2ySK5eX8%2FNL%2BhRyL9Qf7%2BpoUxTIV2uX06XHLyn%2FNPPVlE5Z21ZqlxIPWVlVQkT5W2zWKiifbfoCBENWWl4f3FHYdDNDRCsQm7sirQCdl%2Fw%2F7BjGe6shDR289zVLuqgL%2Bi41Z2LamDM668d4ZdZ8WbhzHcg2t8dJAt4ehWCtZ8U7Nf%2BKymWxi%2BlPatU%2FY%3D,231,55,16,8,9,#588207953,Apple,iPhone,360,360°,360,Plástico,VIGU
15, Funda Marmol Arcoiris Sujetador iPhone 6 7 8 Plus Xr Xs Max ,330,NA,903,99,18 meses,18.33,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,23,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-639416252-funda-marmol-arcoiris-sujetador-iphone-6-7-8-plus-xr-xs-max-_JM?searchVariation=32045615187,19,4,0,0,0,#639416252,Apple,iPhone 6 6s 7 8 Plus X XS XR XS MAX,iPhoneMX,marmol soporte arcoiris sock sujetador tornasol galaxia marble negra blanca lila morada dama caballero niño niña mujer hombre love amor pop pareja novios,Case Protector Resistente,Goma Dura,NA
16, Funda 360 Lujo Espejo iPhone X 8 7 6 Plus 6s Se 5s 5 + Mica ,189,NA,2719,12,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,103,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-605956130-funda-360-lujo-espejo-iphone-x-8-7-6-plus-6s-se-5s-5-mica-_JM?searchVariation=27291542347,76,12,7,4,4,#605956130,Apple,iPhone 5 / 5s / SE / 6 / 6s / 7 / 6 Plus / 6s Plus / 7 Plus / 8 / 8 Plus,360° Espejo,Funda Protector 360°,Funda Protectora,Aluminio,Apple
17, Funda Brazo Deportivo Ejercicio Correr iPhone 6 7 8 Plus Max ,200,NA,575,152,18 meses,11.11,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.5,13,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-641222385-funda-brazo-deportivo-ejercicio-correr-iphone-6-7-8-plus-max-_JM?searchVariation=33938134997,8,4,1,0,0,#641222385,Apple,iPhone 4 5 5S SE 6S 5C 6 7 8 Plus X XR XS Max Galaxy S2 S3 S4 S5 S6 S7 Edge S8 Plus S9 Note 2 3 4 5 6 7 8 9 J1 J2 J3 J4 J5 J6 J7 J8 J9 A1 A2 A3 A4 A5 A6 A7 A8 A9 2016 2017 2018 Grand Prime Moto G G2 G3 G4 G5 Stylus LG PRO LITE HUAWEI P20 MATE 20 PRO S10 +,iPhoneMX,GYM Brazalete correr deportes bici bicicleta maraton 21k 42k 10k 5k ejercicio pesas musica banda sport gym atleta velcro para celular universal gimnasio mp3 cel deporte extremo porta deportivo lote mayoreo negocio hombre mujer dama caballero prime y9 2019,bumper case protector funda,elastico con plastico neopreno y velcro,NA
18, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,219,NA,282,67,18 meses,12.17,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,10,https://perfil.mercadolibre.com.mx/NETONBOX,https://articulo.mercadolibre.com.mx/MLM-650104729-funda-uso-rudo-antigolpes-camuflaje-iphone-5-6s-7-7-8-8-x-_JM?searchVariation=34880612172,8,2,0,0,0,#650104729,Apple,iPhone X / 7 / 7 Plus / 8 / 8 Plus / 6 /6s / 6 Plus / 5 / 5s / SE,NETONBOX,Militar Camuflado,Uso Rudo Antigolpes Flexble y Rigida,Plástico,NETONBOX
19, Funda Uso Rudo Antigolpes Camuflaje iPhone 5 6s 7 7+ 8 8+ X ,20,NA,1177,457,18 meses,1.11,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SHOP-TECHLIFE,https://articulo.mercadolibre.com.mx/MLM-646406677-fundas-y-cristal-templado-por-mayoreo-_JM,NA,NA,NA,NA,NA,#646406677,Apple,Iphone 8 | 7 | 6 | SE | 5s,Shock-Proof Suit,Gorilla Bumper Armor Case + Glass Protector,Glass Protector,Plástico,Apple
20, Fundas Y Cristal Templado Por Mayoreo ,449,NA,81,2,12 meses,44.36,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,5,2,https://perfil.mercadolibre.com.mx/TECNOLOCK,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=ehUwhU1j1UbSC5cK7ZenxgxGjwBah3m3cq%2FsClR0UG%2BRiV2F8tzuSh3c8JFvVMbesPkHj2wVrCBpKyQ5nUHA5CqVTNHwbUpG0pHETOg3OsYFByG7SrFVXExL7Ohi0j9Kea4t4VMOSfEI%2BDSxfTt4SkJ%2FDqulry7qI%2FVANHTuSLSW5O8qyYC3CP5jSvLAe8V3bBCq161qWN3ZJJVvkTl1AJdda3jrj1%2FJ1rX8b%2BelVvYzzXK8nK1lecFXqHuvjfxbPBIWZyvaSUoRyGoYuych%2BtV3GPT8peUWRhmgJqKhpdqTPuhlHecfCgOSZZPN%2BoId3%2B5hsmu2tnllcl%2B07ZQcvzNFoMzJYOgZ9z98llTNxESldAoFKkDuh0bJ9LzxvfgoE61xRfrnMA1aVmUexTxPtg0%2FISCQ%2BCSF9HD23MC06jZGeoSHHWbLCZYhGeHfw%2Bf4lyOvOcFrT9ol%2BnlnCP0awikix5y8zXLbuX8o014Hgi8ZbCoGEiktnj%2F9irll23e9%2BthVEvEmb3mjdDkwXK2r35ucSZWtglB8Oupfsdg0eXoaxdEm7SIZAspLez6LT81cGsFLzXqKB%2BJ3ebtpiC%2B2GEdCsdnILl%2FQprZQJ2Daiy8kGkOU2gfPls4jYWhI3cnUToI39BYSZqfJZGs8wbEw5QaO%2Fr4%2FG6LiVhIghcGXlrMMSExJwvOmvUCsckdsUMWS8yaw1tARAmyPwFrdzjIPsxKvMYollYGmcrXT6WfmvWUEhyh%2BML5%2FhCQsTk1aW37hTaEe9huomLgV22vo0QR4ZtgIAOt8%2FK3vo3SEqa2%2BAaXq04lxUllDlhD3abxrg2CijClgROQsMc0xuThQSethhQ8ODQ6u%2BEggtT6mt9fKb2j05vyKeT8829t%2Fs6JWDi9eBmsRGLFre7JdVeqmjN7xnQgpy0vz%2B789Sh5VlpyGRpl19hmYLikeZsGA81%2BrsMYMA3eVXunpzQR6obIctehZVUp%2FQBj3D5h8t%2BIoZZd2Jgh00RlpPPXnZnx9bEZZATFWRWYE00y7ejXI8Z%2FNH4XIHwEOaiS6zhmh%2BWU3byBsZgPIasgFPH2ukeWwLMXOuLyakmmZ5uGg8hJWYK7uXs8I9KP%2F%2FDUiLbIFLGDLLO3TZqP%2FQr5UCJh11bDukVDd9xYQJ1zJwvO2g84ZJ%2FdD0QH4%2BEWZ%2Fg4tTiZMTG7QMFzD4cwO%2FZto7MYJcpGM%2B4ZXJakrdVIcojaBHKHlUrsNiTjI6rcbGodMXEqpTaauqoilgAsCqmoF4XGlTPnSW3J%2FzB5xTwlHqN1oZciLVyPGBCcHFMfpq9IVbKBeSD1ToryWWmmrXXvVwXDYSB5XvB1paarq9qN2U76imbnI%2BebR8%2FnoJzUz2snIdx3maKv1PDFS71tmLbS6OBkynP0dL2AE3aGWxUXgWau6D76nIdJA5mHshgccinG5wrc9sJRAy4Ofs5amnSI%2FD2JsyVCu4wOREbQlhal5ckReYfV4Zd8AGho%2FEjUG9LmQZagwUD1KIyma5j%2FKTGoQFOFInuwXAvI%2FP7417isOuvGoLMhdt9h39JMPEPU2uw1NVsNJkS8o%2Fq4hXgQYiP5e2xkUtBAqmdYJMutXL%2FSqg4FfVLgUDRzz96JwUwfTsSv5b1%2Fge6xtcokAGuBPJSCjAW5nEOv6gW81rjY%2BqXFqh47vgrzd4NZIxChgODa9xyr%2BtH5D6MwKdJ0INw%3D%3D,2,0,0,0,0,#689155990,Samsung,S10,R JUST,1,CASE,Aluminio,NA
21," Funda Case 360° iPhone 8, 8 Plus, 7, 7 Plus, 6, 6s, 6+, X ",189,NA,1742,215,18 meses,10.50,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,68,https://perfil.mercadolibre.com.mx/PISITOU+TEAM,https://articulo.mercadolibre.com.mx/MLM-590869446-funda-case-360-iphone-8-8-plus-7-7-plus-6-6s-6-x-_JM?searchVariation=21075473391,47,10,6,2,3,#590869446,Apple,"IPHONE 7, IPHONE 7 PLUS",360,iPhone,FUNDA CASE BUMPER,Plástico,IPHONE
22, Case Diamantes Con Pop Pompon iPhone 5 6 7 8 Plus Xr Xs Max ,396,NA,341,55,18 meses,22.00,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.8,6,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-673557025-case-diamantes-con-pop-pompon-iphone-5-6-7-8-plus-xr-xs-max-_JM,5,1,0,0,0,#673557025,Apple,iPhone 5 / 5s / SE / 5C / 6 / 6s / 6 Plus / 6s Plus / 8 / 7 / 8 Plus / 7 Plus / X / XS / XR / XS Max Sujetador,iPhoneMX,Diamantes Relieve goma transparente 3d Pop Sujetador Correa colguije Pon Pom Peluche Piel piedras arcoiris diamante marmol tornasol galaxia negra blanca sock lila dama caballero niño niña mujer hombre love chupon mayoreo lote negocio promocion triangulo,Funda Bumper Case Protector,"Goma Dura con colgante para cuello, colguije con peluche para mano y sujetador pop de diamantes brillos",NA
23, Funda 360 Bicolor iPhone X 8 7 6 Plus 6s Se 5 + Mica ,169,NA,2007,16,18 meses,9.39,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,99,https://perfil.mercadolibre.com.mx/ONE-CLICK,https://articulo.mercadolibre.com.mx/MLM-604203954-funda-360-bicolor-iphone-x-8-7-6-plus-6s-se-5-mica-_JM,65,18,7,3,6,#604203954,Apple,iPhone 5 / 5s / SE / 6 / 6s / 6 Plus / 6s Plus / 7 / 7 Plus / 8 / 8 Plus / X,360° Bicolor,Protector 360º,Funda Protectora 360°,Plástico,Apple
24, Protector Transparente Tpu Celular 6s 7 6+ 5se 7+ 5c 8+ X ,129,NA,1453,237,12 meses,12.74,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.6,79,https://perfil.mercadolibre.com.mx/GLOBA_CORP,https://articulo.mercadolibre.com.mx/MLM-564820657-protector-transparente-tpu-celular-6s-7-6-5se-7-5c-8-x-_JM,56,20,1,1,1,#564820657,Apple,iphone,TPU,Ultra Slim,tpu,Acrílico,CHINA
25, Airbag Espejo Anti Caidas iPhone 6 7 8 Plus X Xr Xs Max Goma ,250,NA,410,36,18 meses,13.89,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.3,15,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-664085234-airbag-espejo-anti-caidas-iphone-6-7-8-plus-x-xr-xs-max-goma-_JM?searchVariation=32842632270,11,1,1,1,1,#664085234,Apple,iPhone 6 6s 7 8 Plus X XR XS Max,IphoneMx,Case Espejo Anti Caidas air bag esquinas reforzadas anti crack shock proof shockproof air bag bolsas de aire anti estrellado resistente uso rudo duro fuerte caballero hombre mujer dama transparente niña,Case Protector Bumper Funda,Goma Dura Flexible,NA
26, Case Marmol Charm Pop Pompon iPhone 6 7 8 Plus X Xr Xs Max ,350,NA,449,20,18 meses,19.44,NA,Envío gratis a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,11,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-664915099-case-marmol-charm-pop-pompon-iphone-6-7-8-plus-x-xr-xs-max-_JM,9,0,0,1,1,#664915099,Apple,iPhone 6 6s 7 8 Plus X XR XS MAX,iPhoneMX,Marmol con Pop Sujetador de Diamantes y Correa colguije Pon Pon Pom Pom Peluche Piel piedras arcoiris diamante sujetador tornasol galaxia marble negra blanca sock lila morada dama caballero niño niña mujer hombre love chupon mayoreo lote negocio promocion,Case Protector bumper piedras,Goma Rigida Brillosa,NA
27, Airbag Anti Crack Gel Gruesa iPhone 5 6 7 8 Plus X Xr Xs Max ,70,NA,404,186,18 meses,3.89,NA,Envío a todo el país,Devolución gratis,Tienes 30 días desde que lo recibes,4.4,5,https://perfil.mercadolibre.com.mx/FLIG2855199,https://articulo.mercadolibre.com.mx/MLM-669799152-airbag-anti-crack-gel-gruesa-iphone-5-6-7-8-plus-x-xr-xs-max-_JM?searchVariation=34061862486,3,1,1,0,0,#669799152,iPhone,iPhone 5 / 5S / SE / 5C / 6 / 6S / 6 Plus / 6S Plus / 7 / 8 / 7 Plus / 8 Plus / X / XS / XR / XS MAX,IphoneMty,Anti Crack Caidas Air Bag Esquinas Reforzadas Goma Dura Antishock Shock en goma Clear Air Choque Golpe Airbag Lote Mayoreo Negocio Venta Hombre Caballero Dama Mujer Remate Promocion TPU Cristalina Uso Rudo Duro Dura Flexible,Case Bumper protector Funda,GOMA Dura Flexible,NA
