search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Conectores de entrada,Peso,Color
14, Parlante Portable Bluetooth Samsung Level Box Mini Plata ,295,NA,2,3,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SMARTFONE+COLOMBIA,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=hOBIpADOKgvC%2BXdtUUO4aRE8UvCVDcy0sFHb5yWNsr63uXSj4%2BhZ%2BT%2F%2BH2jo6%2FTYbTVVXfWHFnY2zSK8gz8ZnLg%2FeVKH%2FbIxz3qOpid78aSqdnSqLQUIcAabgBBElq9HMcNHaK34hJLKS0Xcd6gCCNzR3LxTC0uFJcVPiaMqFuhfwQotv1xKxfF%2BXHTDRkBG7t9fFr7j%2F%2BEyH3ix95m7YEE63irM88TtZ5EpScSvcpXHjUTgNMmGpQAbCzStra36CjbCRAeFGPNIKf0bW3b7sEry8RuVJ72d5tLOp6hg8KzBvzfd7mrXhh20OvHRKzL4o5SWycVgWI4o23v6ZK4cM9nrB%2F%2BGVCTGERIL4T7UqiDNTlytQXbB58HLLmhLnWCPE%2F3h3ha%2BE6cVEmotq8WBaUq61DE%2Fwn1bewekOUnNbgnHV%2FcEfuhe9d58uGa7DFwDZvMI0Rz1oce5Tss9BHDewDfcdGQi%2BQ1jKonmPsm5I%2FNUFPt0Fp3OCpKMRxSEQf3MN8UuII%2FApy5SYl9eyyvN9gWqeJbkN2L1I6LtLTLjC8o9KTOBJn5GQ4SbXAa1I0HNd57%2FXKFsLD5ICbM4x7awSXcSDA9tPk9FOd%2BeXzsC6UUOHDXVpd3RUSHlTCUB6LRcge%2B%2B9m88lFDWW2ANuvmdUJ36gH27ffXI0dYomi1CBF2aXvYeEPpawHpNotfBYHCj2oOCpHFLqvtk2SHPi1PKebtAdEe0EcxatzNBOvZmsXJtVkezvIylA1hDflcAnhEkFF2l2%2FSQf7IEP5hySa4krDjEULIjwKUwY%2BXRuK02uqW4vtNz7Ih3jfeOMs%2Bztsy9MPibjQ88aMkJjvf5vy8eBUO8UNRwXmvN2N7%2BzIrrL9alDsyT4cas08fa3BOw3bNCJ%2BZAqsm1tWQZm2oM2ndcFqEsz26RWDBnNCbLdPjTOIygDZwX9yInB5BDZ%2FwcuFONFOIukvRFh6JXASdglZwwUds2AN0o5FxarrTTETS2oW%2F7rRTYYUr5uI6wZw2xbuW3xuW48u0nLK2HGBi3zppCB7mHbbKPfL%2FjzpkCBEGNJWQAFC83U3AytEdJU6c%2F2Dvh3adZ%2B3ld%2FayhGavTveOZQuK8M%2Fr5WoyM%2BrLEPcTpGweGGCBw0PyQhTdpZCJ%2FrHmPkigYvhFl4RS2qvYRnWyTwdxmMH5WCNf6yPkfR6rOdeZHwyDF98VPJjd6Dn%2BT48A%2BfYwA3ku56TWR%2FZPvzLC2SHlhJiID2MnMrPleSiAtmh6%2FqmqEsKZiBCw5s6hXrqNaXXwxVMTS%2FUfSS75W5W1vEeDEoph1fWWC17VIOcabt2C6tiE8xgI3QlMLk5srxJouN3lAr3N67Y6vCrR%2Bol%2F0P6bdoFv5AWsFwTlbI%2BA%2FaZG3cbYk3zNZW%2FmBkoUMua3LB1finHaZ6iDF2kyH0G8ugJLYWYM9LyGc9AjoKxtSrvfQ40S9kSoW%2B%2BPy5PuwE1PIIhPUCsWOIxyj%2FuhsUjqpKsng3pzp1YiMf%2BsIMa%2FWc%2BLze8XVZtR02xYiEJUg5OpX7lsPfjb1PwECr9iXrlkmkXG2KZaarlYsJWKRFHC%2FMcghDdobDCtMNRv2K%2BUbUKMV0aWYqawI9EnmRY6xHC7zvLtxnMEXvwHmVJBr7I0b,NA,NA,NA,NA,NA,#493226329,Samsung,NA,NA,NA,NA,USB,392 g,NA
15, Cabina Sonido Bluetooth 250 W + Micrófono + Control + Obseq ,179.9,299.9,183,41,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.1,11,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-494413843-cabina-sonido-bluetooth-250-w-microfono-control-obseq-_JM,6,2,1,2,0,#494413843,NA,NA,NA,250 W,NA,USB,3.2 kg,NA
16," Logitech Z607, Altavoces 5.1 Sonido Envolvente Con Bluetooth ",309.9,349.9,74,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=151,https://articulo.mercadolibre.com.co/MCO-509252426-logitech-z607-altavoces-51-sonido-envolvente-con-bluetooth-_JM,NA,NA,NA,NA,NA,#509252426,Logitech,NA,NA,NA,NA,RCA,NA,NA
17, Parlante Tipo Bose Bluetooth Bafle Soundlike Mini Potente ,59.9,NA,59,41,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3,1,https://perfil.mercadolibre.com.co/HERRAMIENTAS_TECNOLOGIA_CALI,https://articulo.mercadolibre.com.co/MCO-508316649-parlante-tipo-bose-bluetooth-bafle-soundlike-mini-potente-_JM,0,0,1,0,0,#508316649,Bose,NA,NA,NA,NA,NA,NA,NA
18, Parlante Radio Reloj Brightside Despertador - Alta Calidad ,65.9,79.9,65,20,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3.8,4,https://perfil.mercadolibre.com.co/INNOVATECHCOSAS?brandId=627,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=BBhnNnwgzuN%2Bt3qsV5VOMOYKKgyxit1kArASWl03AIoY7wp09Z2sBUCWL9drQ8uCskTuOu2WgBLlKQWm6KsPqckk2JbWFMQYKWAHGHWddyUbCzq9EsL7OZswqYKhRipCwun0bZ%2FZbUakjE1yvAuTLv48roFtSS9RxXvZazY9MBb8xPvoo9hU3domzGud0VkjS1%2FURrZEYR3zQIDS5ZtCXMU6YSBChXmqTYNR9vKSLEqoU%2BpstBOAIhkwOKWhLCR4wtKDkZgzppqpnDK2WjOmDf4x%2BI7sZra4CHkSArMwaWwc83ULWrvRVCRtbiNVh1WEcXQ%2BVCYPptsfY2bOUOJk9aesBHaVs8vr%2F%2FFL8bTVRHgnzZZ3ffrKSBACkdpLbhD6zX%2BozE%2B0h%2BgNfH88yz0hkH0Kza%2BaWjj2E6c8yxc0hZKJLRp3pZc3EJvKTADxzJCYra%2FWsxwKXInRQJk8r6c6JdTyaMkExpAcrPfg0kpfsD7lxEvAIfiyW3wUbAKNupq8kmQU9ejxQdpBHmvrJRjz02F2XobT97t38qpoZRnypMcDots%2F89LQlBuJEaLhKPSIT4Lx99%2BQ0%2FYVjkRKuibDRgeNs%2FuAurP361p4ftb5JrOu3y8BmyHzVqUAT2c5sprf3ceh7mOMus%2Bi%2F4wZDTN%2FasZ%2FwjYHexSxGk2MIj4PJ2MAJpU5hl2n04qOk5q0eWRa%2F3wzKWXTXix%2FgsETR44bWJDhBfTX3coKqx638fMMhtzrtcYK%2B0N4OvP6r7VWOfY9sQ%2BMgdZlhtJtc%2FwMcLv8rLYiLlRJ2b3EOH5fbc7FswfFr0uJoczBOuU6G7%2BIEQ5h0D2PGId3EHGQnltJZl0yqg%2BMwq5dxIdtocfrb3xbkbjxPgDiPUOk8wF0vnfG1vW%2BuATr02PROOC2%2FQ%2BqQAysUDqSq78WYfEFyakHeS7y7w7oZ%2FA0SeAWYpYr0EyakJztqGuNgA2GaIDa2rdsXL%2FIocW2cH%2BE8UyUfK30eRT1SiDyZ%2FwpC0xHRxj64Z9V6SxudUr2kIvYeQ%2B7ESjfA%2FsBg2N1FBk5pCUyQM%2FZCZmpzOaU5jnkCmUN2wXxhX7i%2BnOSQeNRZL3OOhfxLJuF8kp01MZBB%2BdH94KmowCYxNVzY5ojQxDHMR1vYMxAxjJ8Y8sdOqo1a4vOUougBSsYvmGtbOchyTeB7hf%2BFXsmrChvHJmRGtRnvR4KsUgE%2F2f1u9yIlhL4OF%2BBeKH76cbWbm%2BmycGzXh1%2FCBWjLnA3pDhORK4M7qPjSCFctvO3bgG4%2BjL9UXFQR%2BgaYFqNzIgalhCCYNYM%2B0OQ9HN6FWh%2BndhOMuoKPFypLuJeTGf3sx1m2AyVpX%2BrXML0Oq49MBe6PQMYqT34Rh9hr79kZQ9wTemnspnoyeBjb1wOc3XthXC00qs6cpdlEaZiolA6KtlS1n32hGccpgFZKEYz3wSwNsSFqlgPiuGuHdzpS7o40lPOerYaFmrk%2FKIzlML3MaMQgwVRsuhThi3b5gcKd0Sh3P20WXuBhWJjq5QE7n0UGWD5cFZ%2BLGpizTX6LwFHO5uKZGfdpjwXJt%2BvfFw%2FXgGOYW7%2Bw%2FbPr5yMq6UHGWyc39r7Bui662QOoCTfCEhcSaZEai72pw2LJBR7LZMk0cskAHwA,2,1,0,0,1,#507364129,Brightiside,NA,BSSP-001,10 W,Activo,NA,NA,NA
19, Parlante Jbl Charge 4 Bluetooth Sumergible 100% Original ,456.9,NA,59,16,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,81,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-492301475-parlante-jbl-charge-4-bluetooth-sumergible-100-original-_JM,72,6,2,0,0,#492301475,JBL,NA,Charge 4,30 W,Activo,NA,2.13 lb,NA
20, Parlante Jbl Go Bluetooth Portatil ,85,NA,139,25,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,8,https://perfil.mercadolibre.com.co/ELECTROCOMPRASONLINE,https://articulo.mercadolibre.com.co/MCO-476961874-parlante-jbl-go-bluetooth-portatil-_JM,6,1,1,0,0,#476961874,JBL,NA,GO,3 W,Pasivo,NA,NA,NA
21, Barra Sonido Bocina 41 Cm Bluetooth Parlante 10w Usb Fm + Ob ,49.9,99.9,78,28,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-466300063-barra-sonido-bocina-41-cm-bluetooth-parlante-10w-usb-fm-ob-_JM,1,0,0,0,0,#466300063,NA,NA,NA,10 W,NA,NA,NA,NA
22, Parlante Bluetooth Mini Speaker Carrito ,11,NA,130,18,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3,4,https://perfil.mercadolibre.com.co/TITAN+ELECTRONIC,https://articulo.mercadolibre.com.co/MCO-452425686-parlante-bluetooth-mini-speaker-carrito-_JM,0,2,1,0,1,#452425686,speaker carrito,NA,NA,3 W,Pasivo,NA,NA,NA
23, Parlante Radio Reloj Brightside Despertador - Alta Calidad ,65.9,79.9,65,20,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,3.8,4,https://perfil.mercadolibre.com.co/INNOVATECHCOSAS?brandId=627,https://articulo.mercadolibre.com.co/MCO-507364129-parlante-radio-reloj-brightside-despertador-alta-calidad-_JM,2,1,0,0,1,#507364129,Brightiside,NA,BSSP-001,10 W,Activo,NA,NA,NA
24, Parlante Jbl Xtreme 2 Bluetooth Sumergible Original Negro ,909.9,NA,40,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,5,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-476474580-parlante-jbl-xtreme-2-bluetooth-sumergible-original-negro-_JM,5,0,0,0,0,#476474580,JBL,NA,Xtreme,40 W,Pasivo,NA,2393 g,Agua
25, Sistema De Sonido 5.1 Logitech Z607 160w Usb Radio Sd ,299,NA,37,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,3,https://perfil.mercadolibre.com.co/TECNOPLAZA+CALI,https://articulo.mercadolibre.com.co/MCO-495619053-sistema-de-sonido-51-logitech-z607-160w-usb-radio-sd-_JM,2,1,0,0,0,#495619053,Logitech,NA,Z607,160 W,Activo/Pasivo,RCA,NA,NA
26," Logitech Z207, Parlantes 2.0 Bluetooth / Pc, Celular, Tablet ",119.9,159.9,32,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,7,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=151,https://articulo.mercadolibre.com.co/MCO-471048516-logitech-z207-parlantes-20-bluetooth-pc-celular-tablet-_JM,5,2,0,0,0,#471048516,Logitech,NA,NA,NA,NA,NA,NA,NA
27," Cabina Sonido Bluetooth Portátil, Usb, Sd, Radio Fm + Obseq ",89.9,149.9,51,49,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-474103710-cabina-sonido-bluetooth-portatil-usb-sd-radio-fm-obseq-_JM,1,0,0,0,0,#474103710,NA,NA,NA,NA,NA,NA,NA,NA
28, Parlante Redondo Pure Surround Brightside Audio Alta Calidad ,36.9,55.9,54,61,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.5,8,https://perfil.mercadolibre.com.co/INNOVATECHCOSAS?brandId=627,https://articulo.mercadolibre.com.co/MCO-502474312-parlante-redondo-pure-surround-brightside-audio-alta-calidad-_JM,4,4,0,0,0,#502474312,Brightiside,NA,BSSP-002,10 W,Activo,NA,NA,NA
29, Parlante Bluetooth 308 Radio Fm Micro Sd Usb Promoción ,29.9,NA,306,118,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.6,10,https://perfil.mercadolibre.com.co/ALI-BAG,https://articulo.mercadolibre.com.co/MCO-451708942-parlante-bluetooth-308-radio-fm-micro-sd-usb-promocion-_JM,7,2,1,0,0,#451708942,NA,NA,NA,NA,NA,NA,NA,Roja
30, Cabina Sonivox 1455 De 400w Bluetooth Fm Microfono Karaoke ,157.8,NA,69,31,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,10,https://perfil.mercadolibre.com.co/ALI-BAG,https://articulo.mercadolibre.com.co/MCO-473630611-cabina-sonivox-1455-de-400w-bluetooth-fm-microfono-karaoke-_JM,10,0,0,0,0,#473630611,Sonivox,NA,NA,NA,NA,NA,3.5 kg,NA
31," Avantree Cyclone, Parlante Bluetooth Nfc Para Bicicleta Ipx4 ",139.9,NA,31,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=692,https://articulo.mercadolibre.com.co/MCO-508730175-avantree-cyclone-parlante-bluetooth-nfc-para-bicicleta-ipx4-_JM,2,0,0,0,0,#508730175,Avantree,NA,Cyclone,10 W,NA,NA,433 g,NA
32," Barra Sonido Bluetooth 40cm Pantalla Led 10w Usb, Fm, Sd + O ",59.9,99.9,366,51,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.6,66,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-445897812-barra-sonido-bluetooth-40cm-pantalla-led-10w-usb-fm-sd-o-_JM,49,11,4,2,0,#445897812,NA,NA,NA,10 W,NA,NA,NA,Rojo
33, Barra Sonido Parlante Bluetooth Altavoz Radio Usb Recargable ,39.9,100,130,98,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.8,4,https://perfil.mercadolibre.com.co/SMARTBUY.STORE,https://articulo.mercadolibre.com.co/MCO-478782894-barra-sonido-parlante-bluetooth-altavoz-radio-usb-recargable-_JM?searchVariation=41897115502,3,1,0,0,0,#478782894,JBL,NA,NA,5 W,NA,USB,NA,NA
34, Estuche Duro Jbl Charge 3 Resistente A Golpes Case Protector ,50,NA,60,993,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.9,8,https://perfil.mercadolibre.com.co/PRHE3354942,https://articulo.mercadolibre.com.co/MCO-479333165-estuche-duro-jbl-charge-3-resistente-a-golpes-case-protector-_JM,7,1,0,0,0,#479333165,JBL,NA,Charge 3,20 W,Pasivo,NA,NA,Negro
35, Parlante Redondo Pure Surround Brightside Audio Alta Calidad ,36.9,55.9,54,61,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.5,8,https://perfil.mercadolibre.com.co/INNOVATECHCOSAS?brandId=627,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=vPstKw4R0%2FgsrtIGOWQDdaA7bhb3MLSsd4MgBe7119pSf1ZeK4txZBMOCZFgWkgQ5nLnEOz7oJeFRFIMpfmEFKuGXVhgZmB%2FfuJvBTFrzmNmCDp4aS%2Fqsy4d7s%2FyOtiU5ngwMw0jbTTlyovHWVYXogqGukQpktJ5%2BsnjVIyPL3AndhYQtQ8hK91en2ULAiF9qrD4u%2FOjZaWrCFsh0F34EnnWWYfcDzRidrsWMuJGN77FX8z0z7oicPnnvOYM37BA05AoEp%2BLFAJ9Xbvq61gGn0OnTLi7H9ucMeYisgz3axcgnq%2FgwKplQ9SUyAiDKh%2BzsVAgoO48mDTTuR6OKZgo%2F1Km44zrr9nQYAu68Cy9h2Na%2FP%2Fot4CsXRx7zulfZHTKU9VccRWBVyyHae7PranQU5ESEWZSme9UrA%2Br3j8e%2FeBfQVTnPUDdhKl9JOvA5a8b4RvmA96KtyiTVJvRnevZkgj%2FsScul2PP9Fd2eKn%2FCwaQsmBzI9bqWafrf9J%2Bfaxua6O3yTJpqwPSQGI7Dgg0MfNnQoYGrd759mX4VsMc7bJOPnen6fPej9K7VYswBpa2pAsl4eaCIGaLlefdFW1qk8ZQrb0VUPNNxfmiDhHRnPUzoWy3LAMMFbT7Wtr9MSw12eQJzgEaUi%2FhD7VnwM3O6FRADAVdG9s8w4f3gVB5cZn27gTx%2FJMsxO4ZjQ1haAvKuJgs%2BM4tjqNRN7G7kgge%2FDvyOnob02dXuyS9nEqu4ocRHoeMgyUyR0t8tufJ5kgS8ntVf1vucovi%2FR6hnUnYNb7sxcUi6szWgg%2F%2BgZ26thiL%2FvjjGScYdhPiaTyPLN%2FC4lJKSyyGoC9J7%2FFtcnyOVc9TkndzHC4wV65uvb%2B%2BhYI%2F9BRXpMPBTfn8MbKGuCRUXouuJRh0YIfMigzVg%2F7nY9rmEZywtUoaVbEUVnV6uIOegCgEqOUwD1ucl17Grd8SZrF36p07%2BCc5Ru%2BO2nFc%2BOT9oE1WafNx90%2FVAyUSaEE3xVDNl4cLxIiNMIO%2B9lo3O1k3CIXPNqKnI4C4UUThH2YuYCFyOJz%2Bwaft%2FfKxFrN%2BwPwlza2JIqQM9m3jQUZxldbrNS%2FBAysKloOgYnFY9WIlH1PEpH0aUyO9SO7ltu1KIYlZzRA00bCr4dz1DfxgaJ4CdB7QZWb%2BEfqGnRr2rfJcGMJERkrV8ERyBnIde8ZNNlAp918%2FbLDTNdeOQ3ez7MJKo8XIzHzZk9pdMupGa0PZeiqZ4HKoAsaI0omSj7xBjhzKTjCIXOBnxWHY7umwgskrmMSQ6jKMLpXQHnCRUXZ2Pt%2Bf1%2F9TFNSwfBPm7YLFBkCUSvzm0ufNj6lieMHkF7Q9xqN8b8g9Fk54ML7jE0i7fSO9tX7eyxIEvr0irkERYQW4gIlUYEYUdIx29Bi9llA1hTR5IdBv6ki92babPazSTVMj4bhT5Wfm7IIcdpE%2BIu5OIBnFUxFcAJX271S0B23dCrmRJBzYqY2TKAgTglzkkldetvcLIbfSUOGcsmZcaJAro4Z6Qsykv%2FJLwsSexgjosf112SrSXZ7%2FjHbDKCRoVijFnWu06yiRx%2BCq6uGNUj7XdtXX42V8wsNHd0rMzDwPE%2BTCU%2BevdiI6suhd9gFrAbPgEvKs1wXket%2BeHEptQQ%3D%3D,4,4,0,0,0,#502474312,Brightiside,NA,BSSP-002,10 W,Activo,NA,NA,NA
36, Logitech Z337 Parlante Sistema De Sonido 2.1 Bluetooth ,205,NA,144,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,25,https://perfil.mercadolibre.com.co/TECNOPLAZA+CALI,https://articulo.mercadolibre.com.co/MCO-456519886-logitech-z337-parlante-sistema-de-sonido-21-bluetooth-_JM,24,1,0,0,0,#456519886,Logitech,NA,Z337,40 W,Activo/Pasivo,RCA,NA,NA
37, Xiaomi Mi Bluetooth Speaker Altavoz Original ,119.9,199.9,106,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MEGATIENDAVIRTUAL77,https://articulo.mercadolibre.com.co/MCO-496614176-xiaomi-mi-bluetooth-speaker-altavoz-original-_JM,NA,NA,NA,NA,NA,#496614176,Xiaomi,Mi,Mi Bluetooth Speaker,6 W,Activo,"Plug, Lector SD",270 g,NA
38, Parlante Bluetooth Con Linterna Bicicleta Luz Led Zealot S1 ,54.9,NA,69,41,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.5,2,https://perfil.mercadolibre.com.co/ANFA3099594,https://articulo.mercadolibre.com.co/MCO-506311073-parlante-bluetooth-con-linterna-bicicleta-luz-led-zealot-s1-_JM,1,1,0,0,0,#506311073,Zealot,NA,NA,NA,NA,NA,NA,NA
39, Parlante Jbl Xtreme 2 Bluetooth Sumergible Azul Original ,909.9,NA,18,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-478630539-parlante-jbl-xtreme-2-bluetooth-sumergible-azul-original-_JM,3,0,0,0,0,#478630539,JBL,NA,Xtreme,40 W,Pasivo,NA,2393 g,Agua
